title,creation_date,medium,department,item_width,item_height,item_depth,classification,full_name,nationality,img_url,value
Equivalent,1983,oil and graphite on canvas,Contemporary Art,117.125,73.25,1.25,paintings,Joan Witek,American,https://cmoa-collection-images.s3.amazonaws.com/thing/198411/1024917.jpg,1
Fruit knife,c. 1880,bronze and silver,Decorative Arts and Design,0.875,7.625,0.25,Metals,Gorham Manufacturing Company,American,https://cmoa-collection-images.s3.amazonaws.com/thing/4913/CMA-84-50-1.jpg,1
Fruit knife,c. 1880,silver and bronze,Decorative Arts and Design,0.0,7.75,0.0,Metals,Gorham Manufacturing Company,American,https://cmoa-collection-images.s3.amazonaws.com/thing/4914/CMA-84-50-2.jpg,1
Necklace,c. 1954,enameled silver-gilt,Decorative Arts and Design,0.375,15.25,0.125,costume,David  Anderson and Company,Norwegian,https://cmoa-collection-images.s3.amazonaws.com/thing/4855/CMA-84-51-1.jpg,1
Bracelet,c. 1954,enameled silver-gilt,Decorative Arts and Design,0.875,5.0,0.125,costume,David  Anderson and Company,Norwegian,https://cmoa-collection-images.s3.amazonaws.com/thing/4856/CMA-84-51-2.jpg,1
Earclips,c. 1954,enameled silver-gilt,Decorative Arts and Design,0.875,0.875,0.25,Metals,David  Anderson and Company,Norwegian,https://cmoa-collection-images.s3.amazonaws.com/thing/4858/CMA-84-51-3-A-B.jpg,1
Old Man Sleeping in a Field,c. 1908,gouache and chalk on paper,Fine Arts,22.0,16.0,0.0,drawings and watercolors,Joseph Stella,American,https://cmoa-collection-images.s3.amazonaws.com/thing/89454/1024925.jpg,1
Skylit Attic,1982,gelatin silver print,Photography,19.625,15.875,0.0,photographs,Linda Butler,American,https://cmoa-collection-images.s3.amazonaws.com/thing/113279/1024926.jpg,1
Gift,1982,acrylic and pencil on paper,Contemporary Art,45.25,58.125,1.375,drawings and watercolors,Chuck Olson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/113269/1024928.jpg,1
Lilies and Pelargoniums in a White Vase,1863,oil on canvas,Fine Arts,15.0,18.0,3.0,paintings,Henri Fantin-Latour,French,https://cmoa-collection-images.s3.amazonaws.com/thing/10224/CMA-84-55_1.jpg,1
Studies of Highlanders,c. 1927,pencil on cream writing paper,Fine Arts,10.0,8.0,0.0,drawings and watercolors,John Kane,American,https://cmoa-collection-images.s3.amazonaws.com/thing/90177/1024933.jpg,1
"Study for ""Junction Hollow"" and ""Panther Hollow,  Pittsburgh""",c. 1932-1933,pencil on grayed cream drawing paper,Fine Arts,18.0,20.0,0.0,drawings and watercolors,John Kane,American,https://cmoa-collection-images.s3.amazonaws.com/thing/89442/1024934.jpg,1
"Study for ""Bloomfield Bridge""",c. 1928,pencil,Fine Arts,12.813,9.5,0.0,drawings and watercolors,John Kane,American,https://cmoa-collection-images.s3.amazonaws.com/thing/85927/1024935.jpg,1
"Study for ""Nine Mile Run Seen from Calvary'",c. 1928,pencil on cream drawing paper,Fine Arts,18.0,22.0,0.0,drawings and watercolors,John Kane,American,https://cmoa-collection-images.s3.amazonaws.com/thing/89444/1024936.jpg,1
Untitled,1983-1984,cyanotype and acrylic on paper with collage,Contemporary Art,216.0,84.0,0.0,collages,Jim Colarusso,American,https://cmoa-collection-images.s3.amazonaws.com/thing/8056/CMA-84-57-1_1.jpg,1
Vertical Sufferings,1984,charcoal on paper,Contemporary Art,77.0,71.5,2.0,drawings and watercolors,Michele Zalopany,American,https://cmoa-collection-images.s3.amazonaws.com/thing/152278/84.57.3.jpg,1
Vase,1882,earthenware with underglaze decoration,Decorative Arts and Design,13.5,25.875,13.5,Ceramics,John Bennett|John Bennett Pottery,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/97552/1024941-rt.jpg,1
"Message IX, Job 9:29--'If I Be Wicked, Why Then Labour I in Vain?'",1958-1959,"wood, paint, and nails",Contemporary Art,62.875,71.25,5.0,paintings,Mathias Goeritz,German,https://cmoa-collection-images.s3.amazonaws.com/thing/147648/1024942.jpg,1
Rocking chair,1901,oak with modern leather,Decorative Arts and Design,18.0,51.5,33.0,Wood,Charles Rohlfs,American,https://cmoa-collection-images.s3.amazonaws.com/thing/56788/1024943-e.jpg,1
Hokusai's Wave,1982,mild steel,Contemporary Art,112.625,84.75,25.0,sculpture,Jack Youngerman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/100681/1024945.jpg,1
Horse Training for the Militia,1979,chromogenic print,Photography,23.812,20.062,0.0,photographs,Eve Arnold,American,https://cmoa-collection-images.s3.amazonaws.com/thing/113281/1024946.jpg,1
(Allegheny County Sesquicentennial Celebration: Liberty Bridge Welcome Sign),1938,gelatin silver print,Photography,9.438,7.562,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13410/1024947.jpg,1
(National Recovery Administration Parade: Butler's Foods Float),1933,gelatin silver print,Photography,10.125,7.938,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13408/1024948.jpg,1
(National Recovery Administration Parade: Chevrolet Motor Company Float),1933,gelatin silver print,Photography,10.188,7.938,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13401/1024949.jpg,1
(National Recovery Administration Parade: Fort Pitt Beer Float),1933,gelatin silver print,Photography,10.125,7.875,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12728/1024950.jpg,1
(National Recovery Administration Parade: Gulf Refining Company Float),1933,gelatin silver print,Photography,9.875,8.0,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12382/1024951.jpg,1
(National Recovery Administration Parade: Lions Club of Pittsburgh Float),1933,gelatin silver print,Photography,10.0,8.063,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13403/1024952.jpg,1
"(National Recovery Administration Parade: Meadow Gold Dairies, Inc. Float)",1933,gelatin silver print,Photography,10.125,7.938,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13402/1024953.jpg,1
(National Recovery Administration Parade: Pittsburgh Post-Gazette Float),1933,gelatin silver print,Photography,10.125,8.0,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111236/1024954.jpg,1
(National Recovery Administration Parade: Tech Ice Cream Float),1933,gelatin silver print,Photography,10.188,7.938,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13407/1024955.jpg,1
(National Recovery Administration Parade: Westinghouse Float),1933,gelatin silver print,Photography,10.063,7.875,0.0,photographs,Rembrandt Studios,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12727/1024956.jpg,1
(Event: Braddock Celebrating Andrew Carnegie),1914,gelatin silver print,Photography,9.25,6.687,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13418/1024957.jpg,1
(Bridge: Smithfield Street Bridge with Trolley),1912,gelatin silver print,Photography,9.563,7.375,0.0,photographs,H. Renzelman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13406/1024958.jpg,1
(Industry: Man at Reins of Horse Drawn Wagon),1909,gelatin silver print,Photography,9.875,7.438,0.0,photographs,H. Renzelman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13417/1024959.jpg,1
(Transportation: Pittsburgh Trolley with Marine Recruitment Sign for Women),early 1940s,gelatin silver print,Photography,9.938,8.063,0.0,photographs,Scheibel and Kerr,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12396/1024960.jpg,1
(National Recovery Administration Parade: Carnegie Steel Company Float),20th century,gelatin silver print,Photography,10.0,8.0,0.0,photographs,Steuernagel,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0477/1024961.jpg,1
(Transportation: Street Railway),1889,gelatin silver print,Photography,4.75,3.688,0.0,photographs,Stewart and Company,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12335/1024962.jpg,1
(Street View: Trolley Route in McKees Rocks Area),early 20th century,gelatin silver print,Photography,10.063,8.125,0.0,photographs,B. D. Strauch,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12655/1024963.jpg,1
(Transportation: Pittsburgh Railways Car Interior),c. 1920s-1930s,gelatin silver print,Photography,10.125,8.0,0.0,photographs,Wetzler Studio,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13411/1024964.jpg,1
(Event: Carnegie Institute of Technology Women Students Performing Ritual),no earlier than 1900,gelatin silver print,Photography,7.562,4.5,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13391/1024965.jpg,1
(Event: Egg and Spoon Race in West View Park),1910,gelatin silver print,Photography,6.562,4.375,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13394/1024966.jpg,1
(Event: Mrs. Christopher L. Magee Unveiling the Magee Memorial),1908,gelatin silver print,Photography,6.5,4.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111231/1024967.jpg,1
(Event: Parade with Labor Union Members Carrying Collective-Bargaining Banner),1941,gelatin silver print,Photography,8.875,6.938,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111237/1024969.jpg,1
(Flood: Hornes' Window Display after 1936 Flood),1936,gelatin silver print,Photography,9.563,7.938,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111234/1024970.jpg,1
(Flood: Men Showing 1936 Flood Mark on Hornes' Building),1936,gelatin silver print,Photography,9.563,7.75,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12769/1024971.jpg,1
(Founder's Day: President William Howard Taft in Billboard for Founder's Day),1910,gelatin silver print,Photography,7.0,5.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/6745/1024972.jpg,1
(Group Portrait: Bus Drivers and Their Buses,c. 1930s-1940s,gelatin silver print,Photography,9.75,7.687,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12371/1024973.jpg,1
(Group Portrait: Carnegie Baseball Team),,gelatin silver print,Photography,10.0,8.5,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13397/1024974.jpg,1
"City County Building, Pittsburgh, Pennsylvania",,gelatin silver print,Photography,7.75,9.375,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12766/1024975.jpg,1
(Group Portrait: Common and Select Council Members),1909,gelatin silver print,Photography,10.0,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12767/1024976.jpg,1
(Group Portrait: Local Baseball Team),,gelatin silver print,Photography,6.812,4.875,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12789/1024977.jpg,1
(Group Portrait: Men and One Woman at a Dinner),,gelatin silver print,Photography,10.0,8.063,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111222/1024978.jpg,1
"(Group Portrait: Men, Some in White Uniforms and  Philadelphia Co. Caps)",1926,gelatin silver print,Photography,10.0,7.687,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12777/1024979.jpg,1
(Group Portrait: Seven Men in Front of Building),,gelatin silver print,Photography,9.5,7.5,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111223/1024980.jpg,1
(Group Portrait: Three Women and Two Men in Front of Carnegie Institute),c. 1920s,gelatin silver print,Photography,8.125,10.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12723/1024981.jpg,1
(Group Portrait: Women in Front of Carnegie Institute),,gelatin silver print,Photography,10.063,8.063,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111224/1024982.jpg,1
(Industry: Early KDKA Radio Broadcast in Formal Studio),1926,gelatin silver print,Photography,10.0,8.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13416/1024983.jpg,1
"H.J. Heinz Company, women workers cleaning tomatoes",,gelatin silver print,Photography,10.125,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0354/1024984.jpg,1
(Industry: KDKA Syria Mosque Radio Pick-up),1926,gelatin silver print,Photography,9.313,8.063,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0110/1024985.jpg,1
"East Liberty Presbyterian Church, Pittsburgh, Pennsylvania",c. 1920s,gelatin silver print,Photography,10.0,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12364/1024986.jpg,1
(Industry: Man Broadcasting on Radio),,gelatin silver print,Photography,7.0,9.438,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12776/1024987.jpg,1
(Industry: Men Packaging Matzoh),,gelatin silver print,Photography,10.0,8.063,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12718/1024988.jpg,1
(Industry: Men Working at Machine at Car Barn),1925,gelatin silver print,Photography,10.438,7.875,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13398/1024989.jpg,1
(Industry: Men Working on the Davis Island Dam),,gelatin silver print,Photography,9.5,7.25,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13425/1024990.jpg,1
(Industry: Office Interior with Workers),no date,gelatin silver print,Photography,9.938,7.938,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12699/1024991.jpg,1
(Industry: Two Coal Miners),no date,gelatin silver print,Photography,9.313,7.062,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12640/1024992.jpg,1
(Industry: Worker Operating Electric Shovel),1925,gelatin silver print,Photography,10.375,7.875,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12409/1024993.jpg,1
(Industry: Workers in Film Room),1933,gelatin silver print,Photography,9.125,7.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12630/1024994.jpg,1
(National Recovery Administration Parade: Rieck's Float),1933,gelatin silver print,Photography,10.188,7.938,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12749/1024995.jpg,1
(Neighborhood: Southside Children Worshipping at Nativity Scene),1937,gelatin silver print,Photography,9.625,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13404/1024996.jpg,1
East Liberty Railroad Station of Pennsylvania Railroad,,gelatin silver print,Photography,8.875,6.25,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13399/1024997.jpg,1
"(Neighborhood: Storefront, E.T. Schaffner Real Estate and Notary Public)",c. 1905,gelatin silver print,Photography,10.0,8.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12362/1024998.jpg,1
(Overview: Downtown Pittsburgh),,gelatin silver print,Photography,9.625,6.438,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12778/1024999.jpg,1
(Park: Highland Park Entrance with Bus),1928,gelatin silver print,Photography,9.688,7.687,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111235/1025000.jpg,1
(Pittsburgh Sesquicentennial: Sesquicentennial Arch at Fifth Avenue and Grant Street),1908,gelatin silver print,Photography,10.0,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13419/1025001.jpg,1
"(Portrait: Ailsa Mellon Leaving Mellon Residence,  Washington, D.C., for Her Wedding to David K.E. Bruce)",1926,gelatin silver print,Photography,10.0,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12370/1025002.jpg,1
(Portrait: Andrew Mellon at Chicago Republican Convention),1920,gelatin silver print,Photography,5.0,7.375,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111225/1025003.jpg,1
"(Portrait: Andrew Mellon, Walking and Conversing with another Man)",,gelatin silver print,Photography,10.0,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13420/1025004.jpg,1
(Portrait: Richard King Mellon on a Horse),1929,gelatin silver print,Photography,8.438,6.438,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12410/1025005.jpg,1
(Presidents: President Taft in Automobile with other Men),c. 1909-1910,gelatin silver print,Photography,5.75,4.312,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0293/1025006.jpg,1
(Presidents: President Woodrow Wilson in Car with His Personal Physician),,gelatin silver print,Photography,5.0,3.5,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13393/1025007.jpg,1
"Post Office, Pittsburgh, Pennsylvania",c. 1900,gelatin silver print,Photography,7.687,9.5,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13415/1025008.jpg,1
(River: Steamboats Allegheny and Clairton on the Monongahela River),1942,gelatin silver print,Photography,10.563,8.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13421/1025009.jpg,1
(Sports: Football Game Between Washington and Jefferson College and Bethany College),,gelatin silver print,Photography,10.75,7.375,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13423/1025010.jpg,1
"(Sports: Track Event, Finishing the 100-Yard Dash)",1911,gelatin silver print,Photography,6.0,3.25,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111232/1025011.jpg,1
"(Sports: Weight Thrower, Mat McGrath, 1909)",1909,gelatin silver print,Photography,4.812,4.312,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13392/1025012.jpg,1
"(Street View: Fifth Avenue, Between Market and Wood Streets)",1925,gelatin silver print,Photography,10.5,7.812,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13033/1025013.jpg,1
"(Street View: Fifth Avenue Overview, Downtown Pittsburgh)",,gelatin silver print,Photography,8.75,12.375,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96951/1025014.jpg,1
(Street View: People Crossing at Corner of Smithfield and Fifth Avenues),c. 1915,gelatin silver print,Photography,10.0,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/8462/1025015.jpg,1
(Transportation: Double Decker Sight Seeing Bus),c. 1920,gelatin silver print,Photography,10.125,7.875,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111238/1025016.jpg,1
(Transportation: Mule Drawn Streetcar),,gelatin silver print,Photography,10.125,8.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12729/1025017.jpg,1
(Transportation: Pittsburgh Railways' Last Horse Drawn Street Car),,gelatin silver print,Photography,7.0,10.438,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111226/1025018.jpg,1
"Second Presbyterian Church, Pittsburgh, Pennsylvania",,gelatin silver print,Photography,6.938,9.25,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12790/1025019.jpg,1
(Transportation: Pittsburgh Trolley with Two Men),,gelatin silver print,Photography,9.625,7.687,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12768/1025020.jpg,1
(Transportation: Pittsburgh Trolley with World War II Signs),,gelatin silver print,Photography,10.0,8.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111227/1025021.jpg,1
(Transportation: Train Wreck on Hillside),c. 1900-1910,gelatin silver print,Photography,10.0,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/11602/1025022.jpg,1
(War Activities: Sargeant Kissing Wife and Child Goodbye),,gelatin silver print,Photography,8.438,6.438,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111228/1025023.jpg,1
(War Activities: Men Enlisting in the Army),1946,gelatin silver print,Photography,9.5,8.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12654/1025024.jpg,1
(War Activities: Men Enlisting in the Navy),1941,gelatin silver print,Photography,9.0,7.062,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13031/1025025.jpg,1
(War Activities: Men Leaving for the Army),1944,gelatin silver print,Photography,9.0,7.062,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12726/1025026.jpg,1
(War Activities: Negro Soldier Kissing Woman on His Return Home),,gelatin silver print,Photography,8.063,10.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13034/1025027.jpg,1
"(War Activities: Parade, Veterans Coming Home from World War I)",1918,gelatin silver print,Photography,10.063,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13032/1025028.jpg,1
"(War Activities: Veterans Parade, Memorial Exercises at Allegheny Cemetery)",1937,gelatin silver print,Photography,9.625,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12344/1025029.jpg,1
(Buildings: Taylor Allderdice High School),1931,gelatin silver print,Photography,10.063,8.0,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12363/1025030.jpg,1
(Group Portrait: Negro Band at H.J. Heinz Co. Tasting Party),,gelatin silver print,Photography,9.75,7.75,0.0,photographs,William W. Beaudry,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111230/1025031.jpg,1
(Group Portrait: Servers at Outdoor H.J. Heinz Tasting Party),20th century,gelatin silver print,Photography,9.75,7.75,0.0,photographs,William W. Beaudry,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12740/1025032.jpg,1
(Andrew Carnegie: Carnegie is Amused),before 1919,gelatin silver print,Photography,5.0,8.0,0.0,photographs,Frank E. Bingaman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12651/1025033.jpg,1
"(Event: Carnegie Institute of Technology Women Students Dancing in the ""Manner Moderne"")",no earlier than 1900,gelatin silver print,Photography,8.083,6.438,0.0,photographs,Frank E. Bingaman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111239/1025034.jpg,1
(Event: Flag Waving at Olympia Park),c. 1920s-1930s,gelatin silver print,Photography,7.938,5.0,0.0,photographs,Frank E. Bingaman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13395/1025035.jpg,1
"(Event: ""Gypsy"" Smith, Evangelist, Leading Parade)",c. 1900,gelatin silver print,Photography,7.938,6.0,0.0,photographs,Frank E. Bingaman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13396/1025036.jpg,1
(Event: University of Pittsburgh Students Getting Military Instruction),1917,gelatin silver print,Photography,10.063,8.0,0.0,photographs,Frank E. Bingaman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12652/1025037.jpg,1
(Presidents: President Taft at the Allegheny Country Club),1909,gelatin silver print,Photography,6.312,4.5,0.0,photographs,Frank E. Bingaman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13390/1025038.jpg,1
(Sports: Football at Forbes Field),,gelatin silver print,Photography,13.5,5.0,0.0,photographs,Frank E. Bingaman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13389/1025039.jpg,1
"(Baker, Man and Steamboat Cake)",,gelatin silver print,Photography,10.0,8.125,0.0,photographs,"Bremer and Judge Associates, Rembrandt Studios",American,https://cmoa-collection-images.s3.amazonaws.com/thing/13409/1025040.jpg,1
"Wabash Railroad Station and Building, Pittsburgh, Pennsylvania",,gelatin silver print,Photography,7.25,8.75,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13414/1025041.jpg,1
(Group Portrait: Men in Train Car),1916,gelatin silver print,Photography,9.563,7.562,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12381/1025042.jpg,1
(Group Portrait: Surveyors),1914,gelatin silver print,Photography,9.083,7.625,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/111233/1025043.jpg,1
(Group Portrait: Volley Ball Team Champions),1926,gelatin silver print,Photography,10.0,8.125,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12745/1025044.jpg,1
(Industry: Locomotive and Crew),1889,gelatin silver print,Photography,9.25,7.625,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13400/1025045.jpg,1
(Industry: Men and Snow Removing Machine),1927,gelatin silver print,Photography,9.5,7.562,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12641/1025046.jpg,1
(Industry: Men Working at West Rochester Lock),1904,gelatin silver print,Photography,9.5,7.562,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12677/1025047.jpg,1
(Industry: Women Working Switchboard at Union Railroad Station),1910,gelatin silver print,Photography,9.5,7.687,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13405/1025048.jpg,1
"(Neighborhood: Second Avenue, Between TRY Street and ROSS Street)",1911,gelatin silver print,Photography,9.625,7.687,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/6881/1025049.jpg,1
(Neighborhood: Second Avenue with Horse Drawn Car and Houses),1911,gelatin silver print,Photography,9.5,7.562,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12643/1025050.jpg,1
(Street View: Phoenix Hotel and Mulvihill Restaurant),1901,gelatin silver print,Photography,9.813,7.875,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/9282/1025051.jpg,1
(Candy Counter with Man Purchasing Cigarettes),1948,gelatin silver print,Photography,9.938,8.125,0.0,photographs,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13412/1025052.jpg,1
"(Street View: Phoenix Hotel, Milvihill Restaurant, and Two Boys on Sidewalk)",1901,gelatin silver print,Photography,9.75,7.75,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12403/1025053.jpg,1
(Transportation: Railroad Workers and Tracks),1891,gelatin silver print,Photography,9.5,7.562,0.0,photographs,Abram M. Brown,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12408/1025054.jpg,1
(Industry: Three Women Typing on Office Machines),1919,gelatin silver print,Photography,9.875,7.812,0.0,photographs,David J. Hess,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12725/1025055.jpg,1
(Overview: Point from Duquesne Heights),c. early 1900s,gelatin silver print,Photography,8.125,6.125,0.0,photographs,David J. Hess,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12623/1025056.jpg,1
(Event: Pennsylvania College for Women Students Dancing),before 1954,gelatin silver print,Photography,10.125,6.75,0.0,photographs,Norman M. Jeannero,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12907/1025057.jpg,1
(Transportation: Trolley Interior with Advertisements),c. 1930s,gelatin silver print,Photography,11.0,9.188,0.0,photographs,Johnston and Johnston,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0129/1025058.jpg,1
"Mellon National Bank, Pittsburgh, Pennsylvania",c. 1920s,gelatin silver print,Photography,9.188,6.5,0.0,photographs,Ralph W. Johnston,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12663/1025059.jpg,1
